Id,SalePrice
1461,144000.00000000012
1462,207499.99999999985
1463,187000.00000000017
1464,187000.00000000017
1465,189000.0
1466,177999.99999999994
1467,162499.9999999999
1468,177000.00000000006
1469,166999.99999999985
1470,88000.00000000001
1471,185850.0000000001
1472,83000.00000000001
1473,88000.00000000001
1474,155000.0
1475,176000.00000000003
1476,582933.0
1477,235128.00000000017
1478,314999.99999999994
1479,146999.9999999999
1480,386250.00000000006
1481,249699.99999999997
1482,202500.00000000003
1483,172999.99999999985
1484,206000.0
1485,225000.00000000015
1486,225000.00000000015
1487,340000.00000000006
1488,245350.00000000012
1489,250579.99999999983
1490,200000.00000000006
1491,179999.99999999997
1492,119000.0000000001
1493,180999.99999999985
1494,289999.9999999999
1495,335999.9999999999
1496,226999.9999999998
1497,208500.00000000012
1498,151000.0000000001
1499,147399.9999999999
1500,147999.9999999999
1501,168499.9999999999
1502,197000.00000000012
1503,282922.0000000002
1504,184099.99999999997
1505,234999.99999999994
1506,204000.00000000006
1507,206900.00000000003
1508,192140.0000000001
1509,165000.00000000006
1510,163000.00000000012
1511,163000.00000000012
1512,173999.99999999997
1513,158000.00000000012
1514,207499.99999999985
1515,148499.99999999997
1516,155000.0
1517,139999.9999999999
1518,124000.0000000001
1519,234999.99999999994
1520,142999.9999999999
1521,149999.99999999994
1522,180499.99999999988
1523,135000.00000000012
1524,126999.99999999996
1525,125499.99999999991
1526,117999.99999999991
1527,109999.99999999991
1528,131999.99999999994
1529,142000.00000000012
1530,164500.0000000001
1531,107000.00000000003
1532,90999.99999999996
1533,142000.00000000012
1534,89499.99999999997
1535,179500.00000000006
1536,124000.0000000001
1537,79999.99999999994
1538,269500.0
1539,269500.0
1540,100000.00000000001
1541,154000.00000000003
1542,138999.99999999994
1543,233000.00000000006
1544,54999.99999999995
1545,116500.00000000001
1546,129000.00000000006
1547,141000.0
1548,112000.00000000003
1549,134899.9999999999
1550,148499.99999999997
1551,90999.99999999996
1552,107000.00000000003
1553,135900.00000000003
1554,119000.0000000001
1555,207499.99999999985
1556,127499.99999999991
1557,139999.9999999999
1558,117499.99999999996
1559,86999.99999999997
1560,163000.00000000012
1561,128000.00000000004
1562,129000.00000000006
1563,144000.00000000012
1564,172999.99999999985
1565,172500.00000000003
1566,82500.00000000001
1567,60000.00000000002
1568,243999.9999999998
1569,115000.00000000009
1570,154000.00000000003
1571,106500.0
1572,145500.00000000012
1573,260000.00000000015
1574,98600.00000000003
1575,210000.0000000001
1576,190999.99999999997
1577,215199.99999999994
1578,180999.99999999985
1579,149899.99999999994
1580,189000.0
1581,120000.00000000006
1582,132999.99999999997
1583,335999.9999999999
1584,230000.0000000002
1585,139999.9999999999
1586,60000.00000000002
1587,106500.0
1588,147999.9999999999
1589,100000.00000000001
1590,125499.99999999991
1591,68399.99999999996
1592,124000.0000000001
1593,119900.00000000004
1594,106250.00000000009
1595,169000.00000000012
1596,227999.9999999998
1597,200000.00000000006
1598,155000.0
1599,189000.0
1600,189000.0
1601,113000.0
1602,141000.0
1603,102776.00000000009
1604,275000.00000000006
1605,249999.99999999983
1606,179199.9999999999
1607,200000.00000000006
1608,215199.99999999994
1609,227680.0000000001
1610,148499.99999999997
1611,169900.00000000015
1612,200000.00000000006
1613,161999.99999999988
1614,135499.99999999997
1615,37899.99999999998
1616,37899.99999999998
1617,83499.99999999993
1618,136500.0000000001
1619,124999.99999999991
1620,200623.99999999985
1621,107000.00000000003
1622,177499.99999999997
1623,316600.0000000002
1624,207000.0000000001
1625,149899.99999999994
1626,180499.99999999988
1627,187000.00000000017
1628,335999.9999999999
1629,155000.0
1630,316600.0000000002
1631,209500.00000000006
1632,225000.00000000015
1633,168499.9999999999
1634,158999.99999999997
1635,191999.99999999994
1636,169989.99999999985
1637,185000.00000000006
1638,205000.0
1639,179999.99999999997
1640,244399.9999999998
1641,148499.99999999997
1642,234000.0
1643,170000.0
1644,230000.0000000002
1645,205000.0
1646,155000.0
1647,155835.00000000012
1648,155000.0
1649,126999.99999999996
1650,120499.99999999994
1651,84900.0
1652,83000.00000000001
1653,117999.99999999991
1654,149899.99999999994
1655,202500.00000000003
1656,165000.00000000006
1657,148499.99999999997
1658,175000.00000000003
1659,176000.00000000003
1660,144999.99999999994
1661,342642.9999999997
1662,501837.0000000002
1663,314999.99999999994
1664,386250.00000000006
1665,314999.99999999994
1666,317999.99999999994
1667,422999.9999999997
1668,310000.0
1669,310000.0
1670,314999.99999999994
1671,240000.00000000015
1672,386250.00000000006
1673,308999.99999999977
1674,245350.00000000012
1675,194699.99999999988
1676,196000.00000000006
1677,215199.99999999994
1678,386250.00000000006
1679,335999.9999999999
1680,328900.00000000006
1681,264131.99999999994
1682,305999.9999999999
1683,202500.00000000003
1684,155835.00000000012
1685,176000.00000000003
1686,180999.99999999985
1687,225000.00000000015
1688,225000.00000000015
1689,185000.00000000006
1690,185000.00000000006
1691,185000.00000000006
1692,268000.0000000001
1693,155000.0
1694,191999.99999999994
1695,168499.9999999999
1696,268000.0000000001
1697,168499.9999999999
1698,335999.9999999999
1699,289999.9999999999
1700,222500.00000000012
1701,255899.99999999977
1702,249999.99999999983
1703,249999.99999999983
1704,312500.00000000006
1705,268000.0000000001
1706,556581.0000000003
1707,227680.0000000001
1708,215199.99999999994
1709,313000.0000000001
1710,202500.00000000003
1711,268000.0000000001
1712,146999.9999999999
1713,226999.9999999998
1714,214000.0000000001
1715,185000.00000000006
1716,168499.9999999999
1717,168499.9999999999
1718,127499.99999999991
1719,171899.99999999988
1720,244599.9999999999
1721,168499.9999999999
1722,127499.99999999991
1723,185000.00000000006
1724,173999.99999999997
1725,235999.99999999983
1726,185000.00000000006
1727,179199.9999999999
1728,191999.99999999994
1729,161999.99999999988
1730,118963.99999999999
1731,126499.99999999997
1732,134899.9999999999
1733,144000.00000000012
1734,124499.99999999993
1735,133500.0000000001
1736,119000.0000000001
1737,401999.99999999994
1738,173999.99999999997
1739,264999.9999999999
1740,207499.99999999985
1741,167499.9999999999
1742,157499.99999999994
1743,154000.00000000003
1744,277999.9999999999
1745,289000.0
1746,281212.9999999998
1747,190000.00000000012
1748,185000.00000000006
1749,167900.00000000003
1750,142999.9999999999
1751,226000.00000000003
1752,130000.00000000006
1753,166999.99999999985
1754,191999.99999999994
1755,171500.00000000003
1756,118500.0
1757,132999.99999999997
1758,141000.0
1759,181900.00000000003
1760,164500.0000000001
1761,142000.00000000012
1762,171999.9999999999
1763,173999.99999999997
1764,109999.99999999991
1765,180499.99999999988
1766,181900.00000000003
1767,207499.99999999985
1768,139400.00000000012
1769,164990.00000000012
1770,131999.99999999994
1771,157900.00000000006
1772,139900.00000000012
1773,90999.99999999996
1774,124499.99999999993
1775,156999.9999999999
1776,126499.99999999997
1777,124000.0000000001
1778,116500.00000000001
1779,139900.00000000012
1780,149000.00000000012
1781,124999.99999999991
1782,79900.00000000003
1783,122900.0
1784,92899.99999999993
1785,108479.99999999994
1786,90999.99999999996
1787,163999.99999999985
1788,60000.00000000002
1789,72999.99999999997
1790,113000.0
1791,200623.99999999985
1792,193499.99999999997
1793,148499.99999999997
1794,132999.99999999997
1795,171000.00000000003
1796,138799.99999999997
1797,72999.99999999997
1798,109900.00000000003
1799,124000.0000000001
1800,123000.00000000003
1801,105000.00000000004
1802,166999.99999999985
1803,166999.99999999985
1804,134899.9999999999
1805,130000.00000000006
1806,78000.00000000004
1807,124000.0000000001
1808,153899.99999999994
1809,135900.00000000003
1810,117000.0
1811,105000.00000000004
1812,79000.00000000006
1813,138999.99999999994
1814,109999.99999999991
1815,35311.000000000015
1816,119000.0000000001
1817,107399.99999999999
1818,107500.00000000003
